INFO 2023-01-19 10:50:09 -	activityLog - keystroke:357, mouseMoves:667, status:active
INFO 2023-01-19 10:50:11 -	activityLog - keystroke:357, mouseMoves:653, status:active
INFO 2023-01-19 10:50:11 -	activityLog - keystroke:357, mouseMoves:653, status:active
INFO 2023-01-19 11:00:09 -	activityLog - keystroke:9, mouseMoves:281, status:active
INFO 2023-01-19 11:00:09 -	activityLog - keystroke:9, mouseMoves:281, status:active
INFO 2023-01-19 11:00:09 -	activityLog - keystroke:9, mouseMoves:281, status:active
INFO 2023-01-19 11:00:11 -	activityLog - keystroke:9, mouseMoves:281, status:active
INFO 2023-01-19 11:00:11 -	activityLog - keystroke:9, mouseMoves:281, status:active
INFO 2023-01-19 11:00:11 -	activityLog - keystroke:9, mouseMoves:281, status:active
INFO 2023-01-19 11:00:11 -	activityLog - keystroke:9, mouseMoves:281, status:active
